task,num_simulations,num_observation,algorithm,C2ST,MMD,MEDDIST,NLTP,RT,KSD,folder
sir,10³,4,1000 2 .5,0.99755,0.56584156,418.7123,,0.44275808334350586,19.87695241850385,438d9d97-1940-488e-9c0a-8317fc6f2ba1
bernoulli_glm,10³,8,1000 2 .5,0.99975,0.59233016,52.20195800000001,,0.01686553160349528,6.5635372107128225,febad00f-9b1c-4863-a77b-423a3398728d
sir,10⁵,8,100 .5 .5,0.7168,0.037967086,22.158520000000006,,4.76644287109375,17.15802424549063,4f9c97bd-14b4-409d-8420-f74d2bbfb8ce
slcp,10⁴,8,100 2 .5,0.9989,0.09601414,23.94247,,0.060774286588033036,43.000951891277296,8e290a9a-9cfb-4653-b4f9-384a723fb7c4
sir,10⁴,4,100 2 .5 KDE,0.63255,0.04809183,27.386127,,0.8587140401204427,14.80514654262424,c2f77ec3-fd8d-4da8-bd0a-6ac1bc7c5747
gaussian_linear,10⁴,5,100 2 .2 KDE,0.83045,0.055687368,1.5423801,,0.022746328512827558,11.706625869754514,5e39059d-1355-4272-8d31-ef563f391f31
bernoulli_glm,10³,5,100 .5 .2,0.99985,0.57751966,26.810734000000004,,0.017389388879140218,11.55539330434449,1f256394-45a8-4104-9d4a-5fb7bcb6ef94
gaussian_linear_uniform,10⁵,6,100 .5 .5,0.99995,0.099559665,1.1140226999999998,,0.1106643835703532,11.032628237961982,33cbc224-db5e-4822-ba24-94797b2d7116
slcp_distractors,10³,9,1000 2 .2 KDE,0.97585,0.2515064,712.1797,,0.0967276414235433,,886012fe-2753-46cb-a543-a4b40471f4a0
sir,10⁴,9,1000 2 .5,0.97225,0.52349055,86.9885,,0.8006226221720377,17.60642326854322,3c857d61-1481-4dbc-9133-96af24e3d9aa
gaussian_linear,10³,9,1000 .5 .8,0.9879,0.24041909,1.9914494,,0.011842139561971029,13.680590658953626,dc3b4dd4-56ad-4a0a-bfda-c4ca24c2f4cf
slcp_distractors,10³,6,1000 2 .8 KDE,0.9744,0.18794411,348.91354,,0.07885320981343588,,0b7a32f5-3a3d-41ed-a7ec-368ae71c63a7
slcp_distractors,10³,4,100 .5 .2 KDE,0.99315,0.41386744,570.21265,,0.05640767415364582,,9564760a-bdd5-4a69-9e0c-3de13f31dbcd
bernoulli_glm_raw,10⁴,3,100 .5 .5,0.99935,0.55593014,3.4641016,,0.05604093869527181,12.837240693588132,e18fad76-6c8c-4f27-9520-5be0ab869105
slcp,10³,4,1000 2 .8 KDE,0.99185,0.38998806,11.472535,,0.06213761568069458,36.292084373724435,83e48d25-5f2b-4a95-a072-f28cd248d1a7
slcp_distractors,10³,6,100 2 .2,0.9979,0.21132863,346.2877200000001,,0.034479208787282306,,288381ac-4b8c-42e8-aa02-a9aacfa445ed
bernoulli_glm_raw,10³,5,100 .5 .5 KDE,0.9972,0.50640553,5.91608,,0.022786899407704668,9.699357223882977,46231002-6196-4477-a9a9-c87c11b1748d
